N,F0,PER,d0,v0,collision,attack
8,-5,0.17,5.096,43,0,0
4,-5,0.28,6.093,81,0,0
8,-3,0.72,4.937,22,1,0
10,-4,0.15,9.23,51,1,1
6,-2,0.82,10.262,42,1,1
4,-7,0.16,7.738,59,0,0
10,-3,0.73,7.855,21,1,1
8,-2,0.5,4.357,37,0,0
6,-1,0.56,4.135,29,0,0
9,-5,0.9,8.291,54,1,0
8,-5,0.39,7.915,18,0,0
8,-2,0.86,7.596,87,1,1
8,-3,0.19,6.655,84,0,1
7,0,0.86,9.523,25,1,1
7,-6,0.13,4.516,79,0,0
3,-1,0.86,7.618,82,1,1
4,-2,0.95,7.439,67,1,0
5,-8,0.04,5.939,54,0,0
4,-3,1.0,4.398,64,1,0
8,-3,0.89,10.365,76,1,1
9,-8,0.28,7.711,57,0,0
5,-1,0.86,7.887,69,1,1
7,-6,0.88,5.425,33,1,0
8,-4,0.79,10.675,50,1,1
5,-3,0.76,6.651,84,1,0
5,-5,0.82,6.816,51,1,0
9,-6,0.39,6.41,42,0,1
6,-4,0.67,10.667,70,1,1
3,-1,0.06,5.175,51,0,0
8,-3,0.21,6.772,73,0,0
6,-8,0.22,6.482,25,0,0
5,-4,0.92,6.24,27,1,1
8,-6,0.79,6.243,37,1,0
10,-2,0.4,8.936,36,1,0
8,-2,0.58,8.947,22,0,0
3,-6,0.99,8.982,56,1,0
3,-6,0.68,7.175,58,0,0
9,-1,0.54,6.313,68,1,1
7,1,0.82,7.932,31,1,1
5,-5,0.36,5.303,28,0,0
5,-7,0.25,6.254,72,0,0
7,-3,0.79,9.277,15,0,1
6,-5,0.07,7.205,51,0,1
4,1,0.76,8.642,69,0,1
5,0,0.87,6.289,50,1,1
10,-5,0.42,5.41,33,1,0
3,-1,0.1,8.793,20,0,1
9,-6,0.28,8.19,41,0,0
5,-6,0.19,6.21,46,0,0
7,-6,0.86,4.871,63,1,0
10,0,0.93,9.698999,80,1,1
5,-5,0.79,9.080999,34,1,1
8,-7,0.23,6.252,81,0,0
6,-7,0.71,6.372,75,1,0
3,-8,0.61,6.982,46,0,0
8,-4,0.76,10.499,41,1,1
9,-5,0.38,6.754,72,1,0
3,-2,0.05,4.346,45,0,1
7,-4,0.82,10.575,51,1,1
9,-1,0.89,7.351,88,1,1
10,-3,0.29,4.127,19,1,0
7,-1,0.69,10.462,45,1,1
7,-6,0.14,7.633,81,0,1
9,-3,0.43,7.323,61,1,1
6,-3,0.69,4.499,65,1,0
3,-8,0.62,8.324,75,0,0
9,1,0.38,7.097,61,0,1
8,-4,0.69,8.936,56,1,0
4,-8,0.92,4.812,66,1,0
9,-4,0.56,4.037,89,1,0
4,-4,0.74,6.945,82,0,0
7,-4,0.79,10.605,60,1,1
4,-3,0.79,9.52,57,1,1
6,-6,0.59,8.515,66,1,0
7,-1,0.81,10.275,54,1,1
5,-5,0.05,8.667,12,0,0
5,-2,0.71,4.678,17,0,0
6,-1,0.74,9.462,89,1,1
5,-2,0.54,4.194,64,0,0
3,-7,0.04,7.737,39,0,0
6,-3,0.72,10.621,38,1,1
10,-3,0.8,7.274,73,1,0
7,-4,0.8,6.281,80,1,1
9,0,0.95,6.439,64,1,1
5,-8,0.09,7.16,24,0,0
6,-7,0.47,5.439,11,0,0
4,-6,0.26,7.32,57,0,0
8,-1,0.89,8.789,60,1,0
10,-4,0.36,4.367,50,1,0
5,-5,0.79,5.59,40,1,0
7,-7,0.51,7.502,39,0,0
6,-2,0.89,6.352,51,1,1
6,-5,0.4,7.162,30,0,1
5,-2,0.84,8.486,83,1,0
4,-2,0.96,8.280001,64,1,1
8,-8,0.69,5.679,12,0,0
3,-6,0.91,5.103,87,1,0
10,-4,0.03,7.541,63,1,1
5,-5,0.53,6.29,71,0,0
6,-2,0.47,7.072,46,0,0
8,-3,0.52,10.14,66,1,1
5,-4,0.89,4.213,30,1,0
4,-4,0.97,5.64,50,1,0
10,-8,0.38,8.34,28,1,0
8,-3,0.98,8.606,60,1,0
7,-6,0.8,6.986,35,1,0
10,-5,0.01,8.5060005,56,1,1
7,-5,0.02,6.527,85,0,0
5,-3,0.67,4.114,68,1,0
6,-7,0.59,4.085,33,0,0
4,-6,0.79,7.843,88,1,0
6,-4,0.74,4.401,88,1,0
5,-1,0.73,8.024,77,1,1
6,-2,0.36,4.762,43,0,0
4,-5,0.2,4.862,35,0,0
8,-3,0.82,9.707,32,1,1
6,-2,0.42,8.672,13,0,0
9,-5,0.55,6.664,62,1,1
9,-2,0.61,8.261,89,0,1
6,-6,0.22,8.428,53,0,0
9,0,0.99,9.776,19,1,1
6,-1,0.74,8.4279995,89,1,1
9,-4,0.17,7.29,29,0,0
10,-7,0.72,4.378,82,1,0
3,-6,0.77,8.837,58,1,1
3,-4,0.11,4.219,73,0,0
9,-4,0.25,6.237,75,0,1
4,-4,0.95,7.638,56,1,1
10,-8,0.98,8.273,60,1,0
3,-4,0.02,4.822,29,0,1
7,-6,0.89,7.028,36,1,0
8,-6,0.16,4.598,68,0,0
8,-2,0.84,7.524,68,1,1
8,-2,0.57,6.601,58,1,1
3,-6,0.31,6.621,64,0,0
4,-2,0.59,5.252,57,0,0
8,-2,0.42,10.161,63,1,1
8,-5,0.81,9.073,59,1,1
5,-2,0.26,8.895,79,0,0
9,-3,0.18,6.423,66,1,1
10,-6,0.56,9.378,30,1,1
8,-7,0.26,7.959,88,0,0
4,-4,0.01,8.742,26,0,0
4,-7,0.23,8.003,49,0,0
9,-4,0.68,8.049,25,1,1
4,-7,0.72,6.932,81,1,0
9,-5,0.04,6.932,58,0,1
9,-8,0.94,4.798,12,1,0
3,-3,0.16,8.013,19,0,1
10,-8,0.54,7.221,29,1,0
5,-5,0.19,5.902,76,0,0
4,-2,0.69,10.509,72,1,1
9,0,0.6,8.616,34,0,1
6,-1,0.22,6.921,86,0,1
7,1,0.99,7.863,53,1,1
9,-4,0.13,7.906,39,0,0
4,-5,0.04,8.795,14,0,1
8,-2,0.97,6.27,53,1,0
9,0,0.09,8.665,78,1,1
10,-5,0.26,8.916,20,1,1
9,-3,0.2,4.886,62,0,0
7,-2,0.75,9.642,75,1,1
9,-6,0.52,7.655,54,1,1
6,-4,0.95,8.243,28,1,0
5,-5,0.77,7.894,17,0,1
6,-1,0.53,5.122,61,0,0
10,-4,0.78,4.209,59,1,0
8,-2,0.89,7.528,57,1,0
6,-6,0.62,5.777,73,1,0
3,-2,0.86,8.867001,56,0,1
4,-2,0.27,5.723,26,0,1
3,-6,0.47,7.839,85,0,0
9,0,0.12,10.776,57,0,1
6,-1,0.89,9.659,55,1,1
4,-3,0.77,5.344,89,1,0
9,-8,0.47,7.617,49,0,0
6,-7,0.77,6.201,32,1,0
8,-3,0.81,5.057,12,0,0
6,-6,0.72,6.627,82,1,0
8,-5,0.55,6.672,72,1,1
6,-6,0.24,5.368,60,0,1
9,-3,0.19,9.582,81,0,1
3,-5,0.87,10.812,81,1,1
6,-1,0.34,4.314,62,0,1
10,-1,0.21,6.77,24,1,0
10,-3,0.95,10.326,33,1,1
10,1,0.56,8.807,82,1,1
9,-3,0.87,7.244,12,1,1
7,-2,0.91,8.635,84,1,1
10,-4,0.36,10.079,75,1,1
5,-2,0.95,10.307,81,1,1
9,-6,0.13,6.551,12,0,0
4,-1,0.83,9.0130005,45,1,1
10,-6,0.51,7.697,85,1,1
6,-7,0.9,7.383,14,1,0
7,-8,0.84,8.468,72,1,0
4,-8,0.45,7.084,88,0,0
6,-6,0.3,6.556,29,0,0
6,-6,0.65,9.924,41,0,1
7,-3,0.94,7.265,22,1,1
6,-4,0.94,9.816999,64,1,1
8,-4,0.34,5.525,60,0,0
9,1,0.24,9.269,19,0,1
5,-1,0.9,6.336,15,1,0
3,-4,0.03,4.879,86,0,0
10,-6,0.78,10.386,61,1,1
10,-3,0.16,8.965,62,1,1
3,-5,0.54,4.25,48,0,0
3,-1,0.13,7.578,19,0,1
10,-3,0.47,10.03,65,1,1
7,-5,0.02,10.34,36,0,1
10,-3,0.67,8.2369995,37,1,1
6,-1,0.14,7.954,56,0,1
5,-2,0.18,5.235,48,0,0
8,-1,0.46,10.98,89,0,1
4,0,0.02,6.824,68,0,1
4,-5,0.79,6.749,83,1,1
9,-1,0.4,7.781,68,1,0
6,-5,0.58,8.26,78,1,1
5,-4,0.35,6.181,34,0,0
10,0,0.06,7.156,45,1,1
10,-5,0.95,8.162,11,1,0
4,-7,0.53,6.723,66,0,0
5,-2,0.94,8.196,53,1,1
8,-3,0.03,4.329,20,0,0
8,-6,0.65,5.357,32,0,0
9,-3,0.52,10.867,44,1,1
9,-5,0.4,7.175,88,1,0
8,-1,0.63,6.796,38,0,0
8,-4,0.58,7.419,57,0,0
5,1,0.94,9.483,14,1,1
5,-3,0.76,6.874,47,0,0
10,-5,0.42,8.781,20,1,0
9,-1,0.15,7.021,69,0,1
10,-5,0.73,10.058,16,1,1
8,-4,0.9,7.569,62,1,1
5,-7,0.72,5.714,56,1,0
10,-3,0.41,10.019,25,1,1
6,-2,0.65,6.99,64,1,1
5,-6,0.59,8.722,64,1,0
5,0,0.75,6.336,73,1,1
3,-3,0.05,4.966,50,0,0
3,-8,0.33,7.423,15,0,0
6,-3,0.66,5.877,40,1,0
8,0,0.45,7.485,71,0,1
9,-1,0.7,7.083,70,1,1
10,-4,0.05,8.607,58,1,1
9,-8,0.2,6.627,10,0,0
3,-3,0.24,5.687,81,0,0
5,-2,0.87,10.741,88,1,1
8,-1,0.62,10.789,43,0,1
6,-6,0.46,6.762,81,1,1
7,-6,0.62,8.910999,48,0,1
6,-6,0.5,6.246,86,1,1
9,0,0.46,10.689,86,0,1
10,-3,0.11,8.066999,64,1,1
9,-4,0.84,7.853,66,1,0
7,-6,0.95,10.106,24,1,1
7,1,0.07,9.254,27,0,1
5,-2,0.3,7.12,14,0,0
6,-5,0.76,9.837999,67,1,1
5,-4,0.25,5.96,36,0,0
7,-1,0.01,10.473,24,0,1
7,-1,0.25,5.058,54,0,0
3,-6,0.9,5.806,56,1,0
7,0,0.91,6.614,33,1,1
7,-2,0.17,6.891,80,0,0
9,-8,0.93,6.5,68,1,0
3,-7,0.19,7.379,32,0,0
3,-5,0.68,7.239,70,0,0
8,-3,0.2,4.973,26,0,0
4,-6,0.92,10.219,47,1,1
3,-6,0.04,8.532,45,0,0
6,-5,0.96,6.854,42,1,0
8,-8,0.27,4.931,89,0,0
10,-1,0.13,7.236,82,1,1
8,-3,0.71,4.651,79,1,0
3,0,0.84,10.939,83,1,1
9,0,0.69,10.704,49,1,1
5,-6,0.18,4.183,47,0,0
10,-4,0.51,6.231,71,1,0
5,-2,0.25,6.026,77,0,0
9,-6,0.85,10.983,35,1,1
10,0,0.3,6.431,18,1,1
10,-5,0.84,7.857,25,1,1
7,-6,0.52,7.52,50,1,1
3,-5,0.1,5.681,88,0,0
6,-2,0.24,8.844,55,0,1
9,-6,0.29,10.009,47,0,1
10,-2,0.73,10.432,69,1,1
10,-7,0.5,4.228,51,1,0
5,-8,0.65,6.997,82,1,0
5,-1,0.76,6.822,82,1,1
9,-1,0.36,6.106,88,1,1
9,-3,0.48,7.361,47,0,1
5,-6,0.46,4.601,60,0,0
4,-1,0.05,7.103,48,0,1
10,-6,0.75,7.341,60,1,1
10,-2,0.98,8.1189995,79,1,1
8,-6,0.68,6.812,60,1,0
8,0,0.6,8.4,81,0,1
5,-5,0.93,7.468,30,1,0
6,-3,0.12,6.6,74,0,1
10,-3,0.22,4.322,22,1,0
5,0,0.76,6.313,84,1,1
9,-4,0.1,8.552,38,0,0
6,-1,0.88,7.305,18,1,1
10,-3,0.4,7.93,36,1,1
3,-4,0.97,8.26,62,1,1
3,-3,0.78,6.296,41,0,0
8,0,0.94,10.837,25,1,1
8,-8,0.38,5.632,65,1,0
6,-7,0.68,5.807,74,1,0
9,-1,0.3,6.043,59,1,1
4,-3,0.2,4.939,42,0,0
8,-4,0.93,9.306,52,1,1
10,0,0.96,7.334,38,1,1
10,-8,0.23,5.384,25,1,0
3,-3,0.63,4.182,22,0,0
6,-6,0.07,6.486,37,0,1
3,-8,0.02,5.103,25,0,0
4,-2,0.95,9.157,87,1,1
5,-1,0.17,4.137,40,0,0
6,-3,0.31,8.97,66,0,0
4,-2,0.28,4.249,22,0,0
9,-4,0.93,7.49,40,1,0
5,1,0.91,8.224,89,1,1
4,0,0.96,10.617,82,1,1
10,-6,0.01,5.717,28,1,0
9,-6,0.29,7.433,39,1,1
10,-3,0.72,7.0,56,1,1
3,-2,0.06,8.013,87,0,1
3,-8,0.77,7.62,62,1,0
6,0,0.12,8.974,71,0,1
8,-3,0.82,6.621,65,1,0
10,-6,0.29,9.014999,46,1,1
3,-7,0.1,5.914,33,0,0
6,-3,0.91,6.625,45,1,0
9,-1,0.99,9.294001,65,1,1
8,-8,0.33,5.65,84,1,0
3,-2,0.97,10.964,57,1,1
10,-5,0.45,5.473,77,1,0
6,-4,0.73,7.523,17,1,0
7,-7,0.67,7.221,83,1,0
6,-4,0.7,9.227,86,1,1
3,-4,0.32,7.996,45,0,0
3,-8,0.98,8.484,58,1,0
9,-1,0.3,5.519,76,1,0
10,-3,0.11,8.232,62,1,1
4,-5,0.13,7.253,42,0,1
10,-1,0.74,6.537,58,1,1
6,-2,0.07,7.181,71,0,0
6,-5,0.12,5.027,13,0,0
6,-7,0.73,6.18,43,1,0
3,-2,0.5,5.607,43,0,0
6,-2,0.94,8.247,37,1,1
6,-2,0.28,9.548,40,0,1
8,-2,0.97,6.552,61,1,1
3,-4,0.06,5.479,77,0,0
7,-2,0.85,6.2,87,1,0
10,-2,0.64,5.612,84,1,0
3,-6,0.89,8.843,53,1,1
9,-3,0.65,6.508,56,1,1
7,-2,0.04,7.494,63,0,0
3,-3,0.75,4.259,38,0,0
7,-2,0.92,9.926001,70,1,1
8,-4,0.85,10.26,33,1,1
9,-5,0.28,7.244,46,0,0
8,-3,0.39,7.881,85,0,0
9,-5,0.19,4.464,18,0,0
5,1,0.89,10.185,49,1,1
3,-1,0.97,10.533,35,1,1
3,-4,0.26,5.286,31,0,0
9,-5,0.01,5.373,44,1,0
9,-3,0.54,8.058,46,1,0
7,-1,0.88,10.863,65,1,1
7,0,0.86,6.001,69,1,1
6,-5,0.82,5.421,72,1,0
8,-4,0.27,6.929,28,0,0
6,-5,0.06,8.636,49,0,0
5,-2,0.89,5.612,66,1,0
5,-4,0.68,7.739,61,1,1
3,-4,0.19,8.901,86,0,0
9,-2,0.45,5.781,51,0,0
4,-2,0.43,5.195,41,0,0
5,-6,0.58,6.259,29,0,0
7,-4,0.71,10.314,72,1,1
10,-2,0.91,5.166,25,1,0
9,-3,0.09,6.404,55,0,1
5,-2,0.76,8.342,14,0,0
6,-3,0.48,6.488,85,1,1
3,-6,0.72,4.101,13,0,0
7,-5,0.17,10.983,12,0,1
3,-4,0.91,10.327,48,1,1
7,-4,0.81,10.542,81,1,1
6,-6,0.77,10.107,16,0,1
9,-4,0.28,5.6,84,0,0
8,-5,0.17,8.495,31,0,0
8,0,0.36,6.012,72,0,1
8,-8,0.76,8.522,41,1,0
10,-6,0.69,8.606,53,1,1
7,-6,0.13,7.161,62,0,0
9,-5,0.76,4.667,56,1,0
5,-8,0.81,5.363,71,1,0
5,-1,0.33,4.687,22,0,0
4,-5,0.61,7.736,86,1,0
10,-6,0.32,7.462,27,1,0
7,0,0.72,8.526,46,1,1
6,-7,0.75,6.478,80,1,0
3,-6,0.71,5.906,67,1,0
9,-4,0.37,6.055,15,0,0
8,-2,0.72,7.737,33,0,1
4,-5,0.08,8.248,22,0,0
7,-3,0.59,7.153,69,1,0
3,0,0.26,6.498,43,0,1
9,0,0.64,9.352,59,1,1
5,-5,0.98,7.466,75,1,1
7,-2,0.1,5.478,20,0,0
3,-1,0.97,5.374,34,1,0
4,-2,0.36,6.427,70,0,0
10,1,0.48,6.079,47,1,1
9,-6,0.88,5.674,41,1,0
8,-7,0.35,6.509,51,0,0
3,-7,0.98,6.281,84,1,0
9,-4,0.28,4.423,18,0,0
3,-5,0.67,6.461,21,0,0
5,-4,0.76,6.485,81,1,0
5,-5,0.99,6.241,74,1,1
5,-8,0.62,7.528,71,1,0
3,-2,0.01,5.655,30,0,1
10,-4,0.71,6.8,25,1,1
4,-2,0.98,8.249001,69,1,1
3,-1,0.99,6.885,28,1,1
8,-6,0.68,8.221001,16,1,1
6,-6,0.79,9.752,70,1,1
7,-3,0.74,5.86,39,1,0
9,-6,0.44,5.134,37,1,0
4,-5,0.34,8.324,24,0,0
7,-6,0.94,6.602,19,1,0
9,-4,0.98,4.325,16,1,0
4,-4,0.08,8.537,23,0,0
3,-7,0.16,6.131,27,0,0
10,-5,0.71,8.457,13,1,1
8,-4,0.82,8.673,59,1,0
10,-5,0.84,5.094,29,1,0
7,0,0.75,8.558001,81,1,1
4,-8,0.51,6.634,58,0,0
4,-2,0.24,7.792,25,0,1
7,-3,0.57,8.919,43,0,0
9,-6,0.84,8.307,53,1,1
3,-7,0.18,5.157,19,0,0
10,-6,0.9,4.117,74,1,0
4,-5,0.58,4.393,32,0,0
8,-4,0.5,8.65,82,1,0
10,-4,0.46,10.681,32,1,1
6,-2,0.08,4.172,10,0,0
7,-4,0.28,5.415,30,0,0
7,-6,0.89,9.722,81,1,1
8,-4,0.61,10.045,47,0,1
10,-3,0.12,6.831,35,1,0
6,-5,0.43,6.279,31,0,0
3,-1,0.72,6.322,85,1,1
10,0,0.53,6.352,51,1,1
8,-6,0.24,8.809,61,0,0
6,-8,0.41,7.748,14,0,0
10,-6,0.68,7.805,64,1,1
7,-4,0.79,6.673,32,1,1
5,-6,0.66,6.685,63,0,1
9,-6,0.58,4.971,25,1,0
10,-3,0.8,9.563,78,1,1
9,-2,0.5,10.916,83,1,1
5,-2,0.26,6.334,16,0,0
5,-8,0.49,7.173,28,0,0
3,-2,0.97,8.914,51,1,0
6,-3,0.69,8.757,80,1,0
4,0,0.94,8.719,67,1,1
6,-2,0.79,10.899,72,1,1
9,-2,0.6,6.672,38,1,1
6,-3,0.4,6.081,35,0,0
3,-5,0.83,5.282,43,1,0
7,-5,0.77,6.234,70,1,0
8,-6,0.87,9.23,55,1,1
4,-4,0.75,8.693,75,1,1
10,-8,0.61,4.611,20,1,0
4,-3,0.67,7.993,69,1,1
4,-5,0.1,6.461,27,0,0
10,-2,0.6,7.563,81,1,1
8,-3,0.94,5.686,68,1,0
9,-2,0.5,7.397,86,0,1
7,-1,0.86,8.896999,30,1,1
9,-5,0.9,7.959,52,1,0
7,-8,0.95,5.984,87,1,0
8,-2,0.33,7.418,59,0,1
9,-5,0.88,7.1,26,1,1
10,-2,0.31,8.391,65,1,1
5,-4,0.93,8.788,60,1,0
8,-8,0.18,8.695,53,0,0
3,-8,0.63,4.421,21,0,0
9,-2,0.63,5.336,21,0,0
4,-4,0.31,7.027,17,0,0
3,-5,0.01,4.537,13,0,1
5,-2,0.34,6.825,76,0,0
5,-7,0.35,5.577,49,0,0
4,-3,0.74,7.692,45,1,0
7,-2,0.99,7.87,73,1,1
3,-5,0.9,8.91,67,1,1
3,-4,0.08,4.905,58,0,1
3,-7,0.08,4.359,45,0,0
10,-6,0.44,8.653999,21,1,1
10,-2,0.16,4.978,29,1,0
4,-7,0.6,6.162,77,1,0
4,-4,0.82,7.204,12,1,0
3,-2,0.35,8.883,66,0,0
10,0,0.38,10.525,37,1,1
6,-5,0.2,5.915,69,0,1
10,-4,0.13,8.594,11,1,1
4,-3,0.59,9.691,79,0,1
10,-8,0.33,7.539,74,1,0
10,-4,0.78,4.604,81,1,0
10,-6,0.44,7.965,79,1,0
4,-1,0.68,7.693,85,1,1
9,-6,0.83,7.732,36,1,1
3,-3,0.85,7.847,60,1,0
9,-2,0.86,6.627,25,1,1
4,-2,0.22,6.76,57,0,0
4,-6,0.45,8.452,66,0,0
5,-2,0.98,5.127,82,1,0
5,-5,0.72,9.491,60,1,1
9,-2,0.89,6.195,72,1,0
9,-8,0.64,8.797,52,1,0
4,-1,0.09,7.52,40,0,1
10,-8,0.23,8.778,18,1,0
3,-3,0.16,5.36,56,0,1
9,-3,0.42,8.143,89,1,0
9,-3,0.89,10.47,22,1,1
5,-3,1.0,4.786,26,1,0
5,-5,0.9,4.465,80,1,0
10,-6,0.78,7.133,50,1,1
10,-4,0.38,8.427,26,1,0
10,-3,0.88,10.45,56,1,1
8,-6,0.55,4.775,50,1,0
8,-2,0.87,9.841,75,1,1
3,-2,0.79,10.048,87,1,1
10,-5,0.74,6.341,16,1,1
5,-7,0.3,4.071,50,1,0
9,0,0.28,10.981,51,0,1
4,-6,0.01,8.148,49,0,1
8,-8,0.36,5.307,17,0,0
4,-6,0.21,7.337,47,0,0
9,-6,0.86,7.179,30,1,0
9,-1,0.56,9.523,88,1,1
10,-4,0.43,5.715,25,1,0
3,-2,0.88,7.152,24,0,0
6,-6,0.68,8.763,50,1,0
6,-4,0.28,8.461,55,0,0
8,-5,0.23,6.91,45,0,0
7,-1,0.7,4.864,70,0,0
5,-2,0.75,4.741,83,0,0
4,-7,0.42,5.417,70,0,0
3,-5,0.03,7.258,55,0,0
5,-2,0.77,6.452,13,0,0
3,-5,0.96,4.153,13,1,0
4,-8,0.49,8.626,47,0,0
10,-2,0.58,10.56,21,1,1
7,-6,0.84,10.38,16,0,1
3,-5,0.2,5.412,46,0,0
4,-7,0.51,8.751,70,0,0
4,-1,0.82,6.959,79,1,0
5,-4,0.0,4.898,67,0,0
8,-2,0.61,7.427,19,0,0
7,-2,0.34,5.535,86,0,0
5,-6,0.2,5.707,50,0,0
10,-6,0.39,8.004,10,1,1
10,-2,0.77,7.039,74,1,0
8,-2,0.66,7.397,57,1,1
6,-4,0.01,5.093,25,0,0
6,-3,0.21,10.563,59,0,1
7,-5,0.5,6.841,79,1,1
5,-4,0.24,6.714,14,0,0
10,-4,0.46,8.938,55,1,1
7,-8,0.22,7.498,88,1,0
9,-4,0.63,10.705,17,0,1
6,-6,0.2,7.778,44,0,1
3,-7,0.66,5.978,69,0,0
10,-6,0.58,10.781,13,0,1
5,-6,0.94,5.424,55,1,0
10,-4,0.95,4.701,18,1,0
4,-4,0.79,8.144,78,1,0
10,-4,0.59,6.253,29,1,1
8,-3,0.4,6.988,48,0,1
9,-8,0.29,8.513,30,0,0
6,-4,0.97,7.506,32,1,1
6,-2,0.84,9.5130005,52,1,1
9,-2,0.14,10.619,61,0,1
10,-6,0.78,6.26,88,1,1
9,0,0.13,10.551,49,0,1
10,1,0.2,6.441,72,1,1
9,-3,0.65,7.808,45,1,1
3,-2,0.67,8.424,47,0,0
9,-4,0.23,4.17,85,1,0
6,-2,0.8,9.679,29,0,1
8,-4,0.68,6.306,63,1,0
10,-3,0.22,7.497,72,1,0
10,-4,0.45,8.427,53,1,0
8,-8,0.37,5.402,11,0,0
8,-7,0.65,7.922,53,1,0
5,-8,0.38,7.853,82,0,0
7,-4,0.61,8.515,33,0,0
7,-2,0.96,6.497,30,1,0
6,-6,0.82,5.354,79,1,0
9,0,0.69,8.3029995,27,0,1
6,-8,0.11,6.923,52,0,0
8,0,0.76,6.308,39,1,1
10,-4,0.75,10.162,84,1,1
6,-7,0.53,7.824,52,0,0
4,-6,0.94,7.191,37,1,1
9,0,0.84,9.287001,42,1,1
10,0,0.75,6.959,14,1,1
4,-5,0.92,9.978001,48,1,1
9,-7,0.45,8.583,15,0,0
6,-6,0.23,7.754,38,0,0
6,-1,0.63,10.267,77,0,1
6,-2,0.34,8.919,80,0,0
9,-4,0.96,7.705,15,1,1
3,-6,0.72,7.252,22,0,0
3,-4,0.09,4.822,60,0,1
3,-3,0.19,7.43,56,0,0
7,-7,0.38,6.4,68,0,0
3,-6,0.08,4.601,15,0,1
10,-6,0.78,8.573999,30,1,1
3,-1,0.26,8.364,44,0,1
10,-2,0.94,8.948,49,1,1
8,-4,0.73,7.761,88,1,1
9,-1,0.4,8.593,29,1,1
6,-7,0.92,7.92,65,1,0
3,-5,0.07,8.246,87,0,0
6,-7,0.96,7.379,41,1,0
3,-5,0.46,8.054,17,0,0
6,-5,0.59,5.422,10,0,0
6,-2,0.15,4.34,55,0,0
8,-8,0.17,4.781,24,0,0
3,-3,0.08,7.972,23,0,1
6,-3,0.89,7.305,84,1,0
5,-5,0.85,7.19,88,1,0
7,-1,0.95,10.906,71,1,1
6,-3,0.24,4.643,74,0,0
6,-1,0.3,7.716,75,0,1
4,-6,0.8,9.775,35,1,1
9,-7,0.71,6.722,33,1,0
9,-8,0.32,5.223,33,0,0
3,-8,0.55,4.102,68,1,0
8,-5,0.94,10.32,66,1,1
8,-4,0.75,8.742001,50,1,1
6,-2,0.57,6.939,75,1,1
4,-6,0.64,7.111,27,0,0
10,-2,0.25,8.223,30,1,0
10,-2,0.8,8.378,41,1,1
10,-4,0.2,7.335,22,1,1
7,0,0.75,8.291,83,1,1
7,-4,0.83,7.394,27,1,1
9,-6,0.6,6.927,71,1,1
6,-5,0.7,6.241,43,1,0
3,-4,0.64,7.661,36,0,0
9,-1,0.28,10.724,24,0,1
5,-2,0.67,10.459,78,1,1
8,-5,0.82,9.488,70,1,1
7,-2,0.46,6.88,57,0,0
10,-6,0.77,8.578,51,1,1
3,-5,0.99,5.803,65,1,0
10,-6,0.76,8.627,31,1,0
7,-5,0.31,4.347,31,0,0
4,-2,0.43,5.745,66,0,0
6,-7,0.07,6.94,25,0,0
6,-1,0.83,6.204,81,1,0
10,-1,0.81,10.559,27,1,1
4,-2,0.25,8.402,63,0,0
6,-6,0.13,4.34,64,0,0
9,-5,0.22,8.019,22,1,1
4,-7,0.79,4.252,79,1,0
9,-7,0.79,4.513,66,1,0
9,-6,0.96,6.842,71,1,1
8,-4,0.71,7.792,26,1,0
10,-2,0.86,9.235001,80,1,1
10,-5,0.58,8.306,18,1,1
6,0,0.57,7.768,25,0,1
4,-5,0.62,4.557,32,1,0
5,-3,0.72,7.072,62,1,1
7,-4,0.4,7.375,85,0,0
6,-4,0.81,8.7439995,81,1,1
3,-7,0.8,4.811,54,0,0
9,-6,0.96,8.01,80,1,1
7,-8,0.38,5.405,32,0,0
8,-2,0.79,7.012,80,1,0
5,-2,0.58,4.088,46,0,0
4,-6,0.5,8.31,37,0,0
9,-1,0.53,8.936,42,1,1
7,-7,0.55,7.607,20,0,0
6,-2,0.67,8.602,36,0,0
9,-6,0.61,6.344,20,0,1
4,-4,0.73,4.488,41,1,0
6,-5,0.8,7.377,17,0,1
9,-2,0.6,9.355,46,0,1
7,-5,0.65,7.854,45,1,0
9,-6,0.94,7.454,21,1,1
3,-6,0.37,7.958,88,0,0
4,-2,0.82,6.314,60,1,0
5,0,0.92,6.284,51,1,1
9,-4,0.92,9.607,76,1,1
5,-4,0.69,4.453,82,1,0
5,-5,0.86,9.896999,58,1,1
4,-3,0.16,8.05,66,0,0
8,-6,0.73,6.944,42,0,1
10,-6,0.22,5.389,38,1,0
3,-4,0.93,10.667,76,1,1
6,-4,0.06,7.299,79,0,1
3,-6,0.03,6.174,12,0,1
7,-8,0.96,8.375,19,1,0
9,-5,0.73,9.35,43,1,1
7,-2,0.12,6.649,77,0,0
6,-7,0.66,7.214,48,1,0
9,-4,0.75,7.116,76,1,0
6,-2,0.91,10.03,33,1,1
10,-1,0.12,6.456,68,1,1
3,-3,0.85,6.568,52,1,1
9,-4,0.79,10.57,76,1,1
5,-7,0.49,5.729,83,1,0
9,-1,0.86,7.137,36,1,1
4,-6,0.76,10.693,82,1,1
6,-6,0.88,6.575,77,1,1
9,-6,0.15,10.212,49,0,1
10,-5,0.65,6.048,76,1,0
9,-4,0.23,7.669,18,1,1
7,-4,0.51,9.961,82,1,1
3,1,0.37,4.723,17,0,1
3,-5,0.83,6.309,63,1,1
8,-7,0.15,6.957,46,0,0
